Number of blanks,,,,,,,,,,,,,,,
pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,facility
1,0,0,0,0,0,0,286,17,23,682,3375,181,4,17,0
